text,0,1,2,3,4
maliit lang pala sya. sa bagay 30 g lang naman sya. magaganda naman yung reviews kaya bumili ako. sana effective sya,0,0,0,0,1
Old stock. Sira na tung mga labels. At Di maganda packaging nag leak yung mga product.,1,0,0,0,0
May leak and di maayos packaging natangal sa box ung product,0,1,0,0,0
"Ang kornin nung black, makintab sa personal. iba sa picture",0,1,0,0,0
Maganda sya TAs Ang bilis ding dumating. thanks sa seller at sa rider,1,0,0,0,0
"ayusin nyo seller, makabenta lng kyo eh khit manloko kyo ng tao, I' m very disappointed!",1,0,0,0,0
Naiiwan ice cream sa lalagayanan. Makukuha moyung stick stick lang talaga hayss.,0,0,1,0,0
They did not box Th item Kaya nayupi ginamitan KO Lang Ng double sided tape. Inorder ako Dati Ng maliit and nagustuhan KO Kaya ako inorder Ng 2pa na malaki Kasi bagsak na sa chat tapos ang layo sa quality Ng 2ng order KO badtrip talaga. Napo dot KO Lang complete Kaya Di ako maka refund,0,1,0,0,0
"Thank you so much shopee, Thank you din sa seller at sa suki ko na courier, Legit, Walang leak walang damage",0,0,0,0,1
Sobrang tagal dumating. 9. 9 ko inorder 21 na dumating.,1,0,0,0,0
Happy me. Ang bilis ng delivery. Kaso may factory defect na dot as seen sa video. Pero goods. Thank you so much! Mwaaaa!,0,0,0,1,0
pangit ng quality ng photo paper cguro dahil mura lng at napaka nipis parang oslo paper sya!,1,0,0,0,0
Okay naman siya for its price kaya lang di ko gusto yung texture nya sa paa ko lalo na pag nababasa kaya hindi ko masyado nagagamit.,0,0,1,0,0
Sira ang pinadala ng seller sooo disappointing ibibigay ko pa naman Sana sa pamangkin kong mga Bata sa province.,0,1,0,0,0
"medyo napipi lang yung box ng mga knorr na order ko, pero ok lang di naman hanggang loob",0,0,0,1,0
Di ko bet yong scent nya amoy chemical. And hindi din sya bagay sa labi ko. Maganda naman ang packaging nya.,0,0,1,0,0
Naka lagay sa pic may free tapos yung dumating isang sulfur soap lang,1,0,0,0,0
Legit na avon. mabango ang amoy at smooth sa skin syempre.,0,0,0,0,1
Seriously? Magshiship kayo ng sirang product sa customers niyo. Napakawalang hiya. I expected a presentable product tapos ganito lang ibibigay niyo? Paki refund nalang po nito Nakakadisappoint Wag na kayo magtinda pls lang Di pa naman sana sakin to dahil may nakiki order lang. Kung pwede palang mag rate ng 0 stars. Mas nababagay sana sa napaka poor niyong customer service.,1,0,0,0,0
Akala ko ayos exited pa naman anak ko bwiset tong shop ang nipis cge nga paano namin gagamitin,1,0,0,0,0
Masmaganda yung nbli ko sa iba tlgang hd papawisan kilikili mo kht s nxt day pa nakalimutan mong maglagay wla tlga cyang amoy. Hd 2lad ng nabili ko d2 s shop na to wla pang 24 hrs pawis at may knti ng amoy kilikili mo,1,0,0,0,0
maganda sya! putol lang sa pinaka dulo pero okay lang ty seller!,0,0,0,1,0
maganda sila very sulit thank you po maganda sila very sulit thank you po maganda sila very sulit thank you po maganda sila very sulit thank you po maganda sila very sulit thank you po maganda sila very sulit thank you po maganda sila very sulit thank you po maganda sila very sulit thank you po maga,0,0,0,0,1
Green inorder ko narecieved ko yung brown. 1 star only. Pagiisipan kopa kung oorder ako sa sunod baka kasi mali na naman ibigay saken. Sana matibay.,1,0,0,0,0
"Complete items naman po ang order ko at maayos naman po ang racket. sana wag kaagad masira. Thank you po seller, shopee and kuya rider",0,0,0,1,0
"just received today! ang ganda po ng mga naorder ko salamat seller, salamat rider at salamat shopee! good job!",0,0,0,0,1
Okay naman yung pag katahi parang hindi masyadong maayos,0,1,0,0,0
Hay' s grabe dec. 17 ko inorder to dumating ngayn lng jan. 11 na mlapit na mag isang bwanneed ko sna to ng xmas at new year kso wlachineck ko muna bago ko byaran c kuya rider maige na lng wlang damage kya kinuha kuna dn at slamat ky kuya rider na mabait na pumayag na icheck ko muna ung item,1,0,0,0,0
Ok sna kaso maliit skn. Ending napunta s anak ko. Thank pdn seller,0,0,1,0,0
well packaged ang item properly sealed with bubble wrap and na ka karton din sya for protection im happy na walang tumapon haven' t tried it yet pero base sa itsura i think puro naman yung paminta lalo na yung pamintang durog anyway medyo na tagalan lang ako sa shipment pero overall very good ang ite,0,0,0,1,0
"Medyo d ko nagustuhan maliit pla SA lalaki Ang Large At look may hole agad d pa nagagamit d maganda Ang pag ka hiTa ng dark gray, pero Ang black ok naman",0,0,0,1,0
"been using this for a month. and now ko lang naisip na bakit wala syang reflection na blue or green? kasi if it’ s anti rad glasses, meron dapat diba? now, ilang beses ko chineck, wala talaga. better if sa sunnies nalang kayo bili para mas sigurado, kesa naman u keep using glassses na dito galing pero di mo sure if anti rad ba talaga and onti nalang naman makakanili ka na sunnies if icocompare sa price dito.",0,0,1,0,0
maganda yung print pero yung shirt is manipis. but no worries kasi sakto lang naman din siya sa price nya. malaki siya sakin unti pero goods lang naman. godbless,0,0,0,0,1
Pwede pa po bah to e saoli sira kc yung pang adjust niya ng oras syang lang yung 8h ko,1,0,0,0,0
Maganda Sana OK naman for its prize what u see is what u get nakaka disappointed Lang kasi tagal bago ma e ship at di man Lang Naka balot ng maayos,0,0,1,0,0
"If you’ re a gamer you know na mahihirapan ka maglaro pag ganito kalukot lukot yung mousepad na gagamitin mo. Naka angat pa yung mga lukot nyan. Just but from a different shop. Seller is not even responsive! Additionally, sa picture walang tatak ng malaking name ng brand nila pero nung dumating ganya",1,0,0,0,0
very satisfied na ko dito 1hr bago mag start ng inuman kailangan nag start na sya after that di mo na mapapansin marami sya stock. thank you seller.,0,0,0,0,1
"Responsive si seller, but I' m very disappointed kase nga sira yung box, and may stain din so halatang sira talaga ang box bago e deliver. I chatted the seller na e secure yung box para di masira. Nasira lang ang tiwala ko dito sa shop nato. Nakakadismaya sayang ang pera.",0,1,0,0,0
Maganda quality ng freezer pero yong sa baba mahina yong lamig at nagyeyelo. To point na nagyeyelo pa siya ha pero nasisira kaagad yong food.,0,0,1,0,0
Ganda. Gaya sya ng ineexpect ko. Mag order ako ulet next time. Thank you seller!,0,0,0,0,1
"Maganda naman po kaya lang yun screw sa part ng lalagyan ng drinks kahit anong screwdriver po gamitin umiikot lang but it wont come off hehe. Although hindi big deal, mas okay sana kung maikabit yun part na yon. Aside from that, all good naman siya.",0,0,0,1,0
"Marumi siya, sira pa ang pump nya pro pagtityagaan ko na kailangan lang tlga. thanks",1,0,0,0,0
"Materials: Plastic Hindi masyado Mabigat, but maingay lang Kasi need mo na naka high para uminit",0,0,0,1,0
"Kakareceived ko langgg, mamaya ko pa siya ichecheck kasi kararating",0,0,1,0,0
maganda po sana magtagal ng order ako Dec 3 dumating Dec 8 sana magtagal ok namn ang quality nito malaki po cya sulit po talaga 2 thumbs up 2 thumbs up po BAKIT PO GANUN NA BUTAS PO BEFORE CHRISTMAS SAYANG TAPOS YUNG REPAIR PATCH HINDI DUMIKIT DI MAN LANG UMABOT NG 1 MONTH,0,1,0,0,0
Medyo manipis Yung pagkatela Niya pero ok lang Hindi Naman lugi e thank you seller and kuya rider,0,0,0,1,0
1star lg mali yung kulay na ibinigay walang kwenta din yung seller hindi man lang nag update wala na palang black okay lg sana if sinabihan ako nakakaintindi naman ako!,1,0,0,0,0
Di maayus ung pagka balot sa parcel walang pake sa mga laman na alam nilang may masisira. Hahayst!,0,0,1,0,0
Ok nman sya kso ung isa white e black lhat ang inorder ko,0,0,0,1,0
Male naka display pero female diniliver. Umay sa inyo. Kala ko panlalaki hays,1,0,0,0,0
nice yung size nya perfect sa room. hindi rin nag wiggle!,0,0,0,0,1
Walang seal so hindi ko sure kung bago ba binigay sa akin,1,0,0,0,0
Good and mukang sturdy. sobrang tagal lng bago dumating.,0,0,0,1,0
Kaasar mali ung dumating na color sakin nag chat pa ku sa seller tapos mali pa din ang pinadala,0,0,1,0,0
Sobrang Laki masyado Ibang Iba sa picture Hindi ko magamit nadismaya lang ako,1,0,0,0,0
"No Garter. Disappointing lang kasi ineexpect ko may garter yung bedsheet as advertised. Nagbigay lang sila ng separate na suspender garter which I already have. Sana iedit nila ung description ng item kasi medyo misleading. Pero when it comes to the quality of the product, ok naman. Maganda yung tela, makapal. Maganda yung kulay, same lang sa pictures sa ad. Mabilis din na ship.",0,0,1,0,0
Ito ang hindi ko nagustuhan. Hindi naka bubble wrap so nayupi yupi ang dulo ng box. At may bakat bakat. Naka bubble yung mismong packaging. Pag open mo box na agad. Maganda ang box. Pero nayupi lang ang dulo.,0,0,1,0,0
Ok nmn naka bubblewrap talaga kaso prng sobrang liit sa 30gms. 3inch. lang ata itry ko lng nmn kung effective. sana meron malaki para makasave kaso tiyak mahal na.,0,0,1,0,0
"Matagal ang delivery ng shopee xpress, kusa na lng sila nag note na nag attempt daw Silang nag deliver pero hindi naman! Sana may J& T or ninja van. Naka disappoint ang shopee xpress.",0,0,1,0,0
"kyut siya, tagal dumating pero worth it hehe. perz taym ko lang mag- eyeliner pls— so it' s good para samin na nanginginig- nginig pa kamay",0,0,0,1,0
"may mga copies na may messy misaligned prints na hindi ko matanggap kaya 4 stars. other than that, oks naman yung mga kopya na walang defect sa printing. mabilis din delivery. i checked out yesterday and received today.",0,0,0,1,0
"sobrang ikli ng damit pero napakahaba ng manggas, sobrang nipis pa ng damit.",0,1,0,0,0
Maganda yung product yun lang ang haba pina adjust ko gumastos pa ako,0,0,1,0,0
Mabait si kuya na nagddeliver. yong tv medyo may maliit na tama sa gilid tsaka ung gilid nia parang nkaangat. ang hirap lang pag ibalik pa kc nasa lian batangas kmi. bago pa uli makarating.,0,0,1,0,0
Ok naman nung ng I test ko. pero bakit Ganon Hindi nagchacharge. pwd ba isolino palitan man lang?,1,0,0,0,0
maganda sulit ang ang bils dumating pero nag ka mali lang sa pag bigay yung label na kinuha namin iba yung dumating pero goods na,0,0,0,0,1
Maliit siya. And hindi black ang pinadala. XXL pero super bitin,0,1,0,0,0
As seen in the picture kulang Po Ng isang takip over all items na order ko good na good nman execpt sa pag balot only bubble wrap sana nilagyan nio man lng nang carton Kasi mga plastics Ang laman nian. mabilis din delivery sakto sa time management,0,0,1,0,0
putol yung isang pen( graphite) hindi kasi nakabubble wrap. sana next time pakipack ng mabuti para hindi masira,0,1,0,0,0
Kailan pa naging BLACK ang MAROON? SANA DIBA NAG INFORM KA MUNA SELLER KUNG WALANG AVAILABLE NA COLOR. GRABE. SANA PINAREHAS NA LANG NG KULAY.,1,0,0,0,0
Pangit ng product na to. hind sya ma close pa nalagyan ng tubig. sana ma refund to,1,0,0,0,0
Apat na cards lang ang malagay wallet card nila. Not good.,0,0,1,0,0
ang bilis nya dumating tapos ang mura pa huhu sulit sya kasi maganda yung shirt di sya masyadong mainit sa katawan thank u seller 33,0,0,0,0,1
"packaging is poor yupi yupi na yung box nang dumating but all goods naman yung product, and using it now so far naman okay lang at tsaka i believe legit kasi official website to nang Nivea products thanks",0,0,0,1,0
Ganda ng kulay ang cute excjako gamitin to kaso nga lang para saaking yang curler nayan hindi sya super nakakscurl ng lashes for me lnh nmn,0,1,0,0,0
I love it ganda sa lips 2nd time ko ng nag order nagustuhan ko itong o. two. o velvet matte liptint,0,0,0,0,1
Maling kulay at size ang pinadala sana naman seller paki double check if tama ang ipapadala nyo order ko po Dark Gray XXL ang dumating Violet Large anlayu naman po,0,0,1,0,0
"hndi sya waterproof tlga konting kuskos lng nwwla na, hindi sya pwede sa mga may oily face nagfafade agad, pero ok na ang presyo budget friendly mejo nadisappoint ako, btw thank you seller!",0,0,1,0,0
"Napuyat ako para maka order ng maaga to make sure makakuha ko yung promo price. I did actually but I had to follow up dahil ndi sya naship when it should be. Nauna pa yung pangalawa kong order. Tas pag deliver, Pantene conditioner? Anyare? And the worst part? Ndi mareplace, refund lang. E di wow.",1,0,0,0,0
"Bukas na ung plastic na pag ka pack nya sa 6pcs. Hinagis siguro tong package, Lukot ng konti ung ibang box ng soap",0,0,1,0,0
Goods yung quality ng bracelet na to pero I' m giving it 2 stars kasi dalawa inorder ko pero magkahiwalay na shipping kaya til now preparing for shipping pa rin so di na umabot sa araw ng pagbinigyan haha do better naman,1,0,0,0,0
Mabilis dumating. Will order again from this store. Well- packaged yung items. Walang damage whatsoever kaya oorder uli ako sa kanila.,0,0,0,0,1
Spilled po yung isang product pero okay naman kasi by 1 take 1,0,0,0,1,0
"Kaka- deliver lang kanina and ginamit ko agad, haha excited lang.",0,0,0,0,1
"May tastas yung dumating na shirt, hindi naman noticable",0,0,1,0,0
"Mejo tumabingi, konting bubble wrap lang nilagay ni seller, alam naman niyang mejo fragile yung item eh, sa konti ng bubble wrap alam mo na agad kung ano nasa loob e. Hays. Thank you kay kuya rider",0,1,0,0,0
Okay naman sya. Pero I highly suggest panoorin ninyo ang honest product review ko sa youtube para makapagdecide kayo bago bumili. At para malaman nyo rin kung alin Nivea lotion ang PATOK o PUTOK. K9PLnk7rokk,0,0,1,0,0
"2nd purchase na ito. May tugging pag dry eyes ka magapply pero pag moisturized naman, applies easily. Issue ko lang ay masyado to mabilis maubos hehe",0,0,0,1,0
Okay naman kaso di marunong magreply yung seller hahaha.,0,1,0,0,0
since alam nyong mura expect na kayo kung ano klase ha. readable naman,0,0,0,1,0
Black order ko pero dalawang gray dumating at dipa nagsend pic si seller bago iship ang parcel Buti na lng kasiya sa kapatid at mama ko,0,1,0,0,0
THANK YOU VERYMUCH ANG GANDA MYA FOR ITS PRICE may yupi onti sa box but okay lang kasi nakita ko na na maayos ang pag kaka packed ng seller,0,0,0,0,1
Kaya pala mura kase manipis yung tela. As in parang tela ng kurtina. Buti nalang pala black yung inorder ko. Pag nasabit mabubutas agad yung tela.,0,0,1,0,0
Iba yung nasa picture kesa sa pinadala nila mas maliit na version to at mas magaan sana di agad masira,0,0,1,0,0
Xeroxed pala. Hindi namention. Pangit pa yung pagka dikit ng pages. Ang hirap buksan yung book. Hindi pa maayos yung pag ka close ng libro after mo basahin. Hindi maayos yung pagkadikit ng cover page. Sira ibang cover page due to poor packaging.,0,1,0,0,0
Worth it po sa price very cheap rin. Lag minsan pero madali naman mawala.,0,0,0,1,0
1 star. Grabe napakahina kahit Todo na. Kalokaaaaaa nakaka dismaya Pwede ba isauli to Sayang Pera walang kalakas lakas,1,0,0,0,0
"Tagal lang dumating, but di ko pa nakikita yung effect nya kasi kahapon lang dumating pero ginamit ko na kaagad hihi. Hope na effective, though tiwala naman ako kao taas din ng ratings nya. Thankyou seller",0,0,1,0,0
"Mabagal yung phone, hindi mukang 6GB RAM. nakaka disappoint",1,0,0,0,0
TAPON TAPON NA YUNG LOTION PAGKA DATING. UNANG ORDER DI NAMAN PO GANUN. SANA PO AYUSIN LAHAT NG PACKAGING NG MGA PARCEL PARA DI MANGYARI SA IBA YUNG GANITO,1,0,0,0,0
Mali ang color binigay hnd nasunod gusto kong kulay navy blue order ko naging maroon. pag deliver,1,0,0,0,0
Maganda sya malambot din may prob lng ky rider hnd nag balik Ng sukli halagang 30 pesos hnd nblik Buti nlng hnd malaking pera ung naibayad kundi malaki din ung sukling hnd nabalik. s panahon ngaun mahalaga na kahit Piso sayang din ung 30 pesos na un. un na nga lng discount q e nawala pa ingat nlng po s iba bk po makapag bayad po kau Ng malaki at hnd mabalik sukli nio,0,0,0,1,0
May ibang kulay na hindi ko inorder at wla ung gusto ko.,0,0,1,0,0
wala ekis kayo sana icheck nyo muna yung mga item na isesend nyo di kona ibabalik to dagdag hassle pa.,1,0,0,0,0
ordered 2 pcs 1 lang na deliver pangakong na pako. na scam ako neto order daw ulit papadala ang isa tapos d naman ginawa pweeee,1,0,0,0,0
yung XL na size maliit pa pala. I' m 5' 8 normal weight so ineexpect ko sakto na ang XL hindi padin pala. yayss,1,0,0,0,0
"Wrong color instead of white pink yung binigay, and di nila chinicheck, white yung nakalagay sa box pero sa loob pink. Layo sa pic wala ngang logo AMAZING",1,0,0,0,0
"Maganda ang quality di ako nag sisi as you see in the picture good quality talaga order na din kayo, salamat shopee",0,0,0,0,1
Ang Ganda Ng quality gumagana din sya at gustong gusto ni mama thank you seller at sa delivery man,0,0,0,0,1
Thankyouu ang ganda niya leather na leather talaga and 152 ko lang siya nakuha talagang legit salamat kay seller,0,0,0,0,1
Kompleto ung items kaso ung lagayan niang bilog basag hnd ko lng napicturan kc nagmamadali aq,1,0,0,0,0
Nkaka discourage ksi ang label ng bittle dinikit lang at ang cover di naka sealed tape lang so i ig sabihin repel lamg to para fake shopee mall pa nman pinili ko tpos ganito darating,0,1,0,0,0
Ang ganda ng quality super nagustuhan ko. Mabilis dumating. Safe naideliver pati packaging. Order kami next time. Thank you seller. Naka box sealed din. Walang sira or dents sa mga pan.,0,0,0,0,1
"Ok yung product, delay lang yung delivery nang halos 3 days.",0,0,1,0,0
"Dumating nadin, same lang sila ng laki ng box at ng laki ng Sulfur Soap na nabili ko sa mall. Halos walang pinagkaiba lalo na yung amoy if bago ka lang bumili ng Sulfur Soap maliliitan ka pero kung nakagamit kana ng Sulfur Soap na yan di kana maninibago. Thankyou po",0,0,0,0,1
Ka- TM! Naubos mo na ang iyon pack. Para tuluy- tuloy ang GdagdagGB ang iyong active EasySURF promo at mag- register na sa day! I- text lang ang SUR0. Pwede ring i- dial ang t pilipara makakuha ng mobile internet promo na b,0,0,0,0,1
Ayus po sya and matibay at malaki din po thank you seller thank you na din sa rider,0,0,0,0,1
Ok yung tela kaso yung print manipis madaling matatanggal,0,0,0,0,1
Akala ko isa lang pero dapawa pala. Sobrajg tagal dumating akala ko titira na sa shenzen Hhahaha hmagand apackaging okay lahat walamg damage sobrang tagal lang dumating to the point nakalimutan ko na siya.,0,1,0,0,0
"mabilis mag absort ng balat, hopefully mahiyang ako dito at sana naman mag lighten ang kulay ko hahahah",0,0,0,0,1
Nabudol ako. stuff toy ang dumating hindi wallet. wala kwenta.,1,0,0,0,0
Maganda sya nagana ng ayos sa phone ko sana lang magtagal,0,0,0,1,0
"1st time ko umorder nito, sana maging ok na heart condition ko. Napaisip lang ako kasi magkaiba color nung fish oil. e same product lang namam un nga langnung darker e loose softgel, di tulad nung isa na light color, isang box sya.",0,0,0,1,0
"Ang llapad ng blouse prang magkaiba s picture mganda xnda yong tela, kaso mlapad parang bagay s mga mtataba, sayang gagawan ko nlng ng praan pra masuot ang ganda sana thnk you parin s seller, at ky kuya raider Gobless po",0,1,0,0,0
Ok naman siya worh free ponytails pa Wrong color lang bigay sakin. Black order ko green dumating.,0,1,0,0,0
binili ko para kay mister request nya para matuwid likod nya masakit daw sa under arm ayaw ni shopee repeated text hirap mag comment,0,0,1,0,0
Black order ko pero brown bumating. Okay naman sya. Mali lang ng kulay,0,0,0,1,0
Maganda naman po yung quality ng mga order ko kaso po yung isa kong order mali po yung binigay sakin dapat yung order ko ay checkered pranela trendy drape jogger kaso yung dumating ay taslan short Sana po next time tama na po yung ibigay niyong order,1,0,0,0,0
"Hindi ko na try kaya hindi ko alam kung tatagal and authentic eveready batteries ito. So far so good, okay ang packaging and mabilis dumating.",0,0,0,1,0
Lagi ako nag oorder dito pero ngayon lang hindi naka box yung products kaya nayupi yung sabon pero ok lang. Ang laki ng shipping nila ngayon 85 less 45 sf voucher ganun din nagbayad pa din ako ng sf. Last month nag order ako 45 lang ang shipping less 40 sf voucher kaya 5 lang binayad ko.,0,0,0,1,0
"not so satisfied butas yung isa. buy 1 get 1 pero mukang isa nalang yung may laman next time sana paki kapalan yung bubble wrap, wag kayo manghinayang. thanks",0,1,0,0,0
"as posted may freebie daw. pero pagdating saken kahit isa, WALANG freebie na pinadala.",0,0,1,0,0
"isang order lang pero double order ang dumating, modus metrosunnies kahit kilan hinding hindi na na ako uulit, promes ang panget ng item, wag ka kayung mag order dito.",1,0,0,0,0
nakaka disappoint cargo pants Ang order ko hindi ganyan,1,0,0,0,0
Nagustuhan ko naman yung liptint. Di lang sya mabango pero okay naman effective sya. Baka order ulit ako siguro kay seller.,0,0,0,0,1
"Maganda sya. Kaso nagalaw lang nasa may part ng ilong nasa video naman, yung isa hindi gumagalaw) Wag sana masira agad.",0,0,1,0,0
"Butas na yung plastic ng parcel nung matanggap ko tapos yupi2 yung box mabuti nalang walang nagyari sa item tapis 19pcs lang nung binilang ko pero sealed naman yung box, baka factory default lang. D ko pa masabi effectiveness kc isang beses ko palang gamitin. order ako ulit kung effective sya sakin",0,0,0,1,0
Ang ganda ng quality ng mga sunglasses ng metrosunnies. Love it. Salamat po,0,0,0,0,1
"3/ 23/ 22 inorder dumating ng 4/ 19/ 22 Dumating na nakabukas na yung package. Nawala na yung dikit. Maliit at manipis lang lalagyanan. So far, okay naman siya. Madali iapply, at matagal mawala.",0,0,0,1,0
Maganda naman yung eyeglasses. Tabingi lang ung sa nosepad,0,0,0,1,0
wagnyo iupdate baka mag auto restart lang at baka mapagastos pa kayo,0,1,0,0,0
Hindi sya ganon kakulay pero para saken okay kase parang natural lang yung kulay pero kapag naglagay ka dapat medj dagdagan mo lalo na kung tulad kitang morena dahil di kagad sya pansin yun lang.,0,0,0,1,0
Legit nmn sia matagal lng dumating pero ok nmn yung item working nmn thank you seller,0,0,0,0,1
Ok na sana yung quality ng mga clip eh kaso nga lang kulang ng three para lang mabuo yung dalawang daan nagdagdag sila ng tatlong piraso na walang ka pares. Kahit na sira maiinitindihan kopa nakaka inis,1,0,0,0,0
Napaganda ng salamin nagustuhan ng anak ko. Good quality. Mukhang matibay naman. Napaganda ng salamin nagustuhan ng anak ko. Good quality. Mukhang matibay naman. Thank u seller. At sa rider ngdeliverl,0,0,0,0,1
"Well packaged, nabili ko noon August 15, nakatipid dahil sa payday promo, compare sa physical store mas mahal pero pare- pareho naman bar code at batch code nabili ko sa physical store para makasali ako sa promo. Thank you din kay suki namin j& t rider na palagi nagdeliver.",0,0,0,1,0
"Now lang naedit may sira sa second na butas sa takip, kaya pala sumisingaw",0,1,0,0,0
"gumagana naman kaso wala man lang nakalagay na FRAGILE"" o kaya This Side Up"" para maayos sana ang handling",1,0,0,0,0
I am very disappointed na yung item na dumating skin is not working properly. Nkakatakot gamitin bka masunog kasi sa yung fastest speed nya is prang may pumipigil sa loob. I have tried reaching out to the seller but hindi nko nag process nang return kasi madodoble pa yung gastos ko.,1,0,0,0,0
Yung mga kulay is iba sa pic. ang ganda sa pic pero sa personal hindi.,0,0,1,0,0
ganda beh kinakabahan lang ako for the print baka mamaya mabilis masira,0,0,0,1,0
akala ko super stay. hindi pala. madali lang sya matanggal.,0,1,0,0,0
"Mabilis siyang kumalat, masisira yung nilagay mong product sa mata mo. Not recommended kung want mo ng stable eyeliner",0,0,0,1,0
Hindi po sya 24 inches maliit po. Pasensyan s rating kc ang limit talaga ng tv eh. Nadisapoint po parents ko. salamat na din,1,0,0,0,0
ang bilis mapunit low quality siya manipis pa hindi siya makapal.,0,1,0,0,0
Okie naman item kala ko lng medyo makapal Yung medyas sobra nipis pero okie na din sya sa price mura din kase any salamat pa rin mabilis naman dumating Yung item eh. complete naman Yung item Sana.,0,0,0,1,0
"Ok nman ung stroller kaso ntatanggal ung gulong sa harapan, d ko alm kng pano iffix ung bka dikitan ko nlang ng mighty bond un.",0,0,1,0,0
Di gaanong madikit but it' s okay. I use it para sa listahan ng ipapamalengke.,0,0,0,1,0
Medyo matagal dumating pero may freebies kaya hapi p din. ty,0,0,0,1,0
"okay na sana, natuwa pa ako kasi approachable si seller, maganda din yung quality ng items at a really affordable price pero nakakainis kasi hindi ako agad ininform ni seller na sold out na tong eraser. Nabayaran ko na pero kulang yung item. Binalik naman nila through voucher pero nakakadisappoint.",0,0,1,0,0
"KULANG NG DALAWA! NAKAKADISMAYA, SAKTO YUNG BAYAD PERO KULANG YUNG LAMAN",1,0,0,0,0
Jusko Sobrang tagal na nga dumating tinalo pa galing china e! yupi yupi pa tpos naka lagay na may free keme lol parang pinulot nlng sa basurahan itsura eJusko Sobrang tagal na nga dumating tinalo pa galing china e! yupi yupi pa tpos naka lagay na may free keme lol parang pinulot nlng sa basura,1,0,0,0,0
finally! cd player homieee! ang gandaa gandaa so much! natry ko na lahat ng mode at gumagana naman siya ang problem lang is tumitigil siya tapos hindi nap- play lahat ng kanta sa cd pero overall ang gandaa very much! inorder ko siya 22 then dumating 27 sanaa tumagal siya! STAN EXO!,0,0,0,1,0
maganda na man pero yung isa dapat pang itiempo yung power nya para tumunog yung radio. may defect ata pero tumutunog naman. kailangan lng ng tiempo.,0,0,0,1,0
"I was expecting to have a hard case as well pero ok lng. At least nka box, wag lng mayupi ng tuluyan ang box sa ibang delivery. Great quality still! Sulit sa sale.",0,0,0,0,1
Mali yung binigay niyong size. Dalawang malaki inorder ko at isang maliit lang bakit puro maliliit binigay niyo?,0,0,1,0,0
"Hindi po dumating ang item, sobrang tagal bago dumating kasi dineliver ulit ng late ni seller. Will not recommend it.",1,0,0,0,0
Maganda sana yung design niya kaso ang cheap ng pagkaprint tapos maliit pa sizing nila lalo na sa part ng braso. Sayang kaya pala mura.,0,1,0,0,0
Seller sorry nice naman yung product kaso na damage yung box pero okay na hindi talaga ma iwasan na ma tupi kasi sa travel.,0,0,0,1,0
Thank you seller! Received the item complete and good condition Ang bilis dn ng shipping ito ata yung pinakamura nakita ko dito Buy na mga guys,0,0,0,0,1
Quality ang items. Maganda ang packaging. Safe lahat na nakarating samin. Sobrang happy ng wife ko sa products na inorder namin sa shop na to. Thankyou po!,0,0,0,0,1
"Di gaano kagandahan kasi napuputol- putol pag ginagamit ng kapatid ko kaya di naaayos ang drawing kasi paputol- putol yung sulat pero di bale na mura lang rin naman kasi, salamat shopee!",0,0,0,1,0
"hindi sya naging effective sakin, nagkakaroon ako ng white na maliliit kapag ginagamit ko plus hindi natutuyo yung pimples",0,0,0,1,0
5 star sa bow. Ang hindi ko lang matanggap is yung hikaw! Hindi ko alam kung nananadya ang seller or scam talaga etong paninda nilang earings. Kita niyo order ko iba style sa dumating tapos yung irerefund lang ni seller 34 pesos lang. Grabe!,0,1,0,0,0
Maganda sana kaso pagdating basag na yung isang plato. Risky talaga umorder ng babasagin kase di naman natin alam kung iniingatan ba,0,0,0,0,1
WALANG FREE katulad ng sinabi nyo sa advertisement ninyo. Especially dito sa may inorder ko na to. Lumampas yung binili ko sa 999 yet wala? Sobrang nakaka disappoint lang. Mas okay pa sa kabilang online app. Please stay true to your advertisement.,1,0,0,0,0
"Maganda po ang wallet at legit talaga na pinadala ni seller. Thank you po, pang matagalang gamit na to hindi sya wallet na madaling masisira.",0,0,0,0,1
"Maganda Naman sya, Manipis yung tela kaya 4stars lang.",0,0,0,1,0
"Ok nmn daw sabi ni hubby, pero di daw nassupport ung sa may harap, but it fully supports ung likod.",0,0,0,1,0
Sobrang liit niya d siya stretchable. pang bata yata ito,0,1,0,0,0
"Ok naman, since mura pero di maganda quality. Maliit sya masyado para sa small. Small size ako pero parang pang xs size nung dumating sakin",0,1,0,0,0
"Ayaw masend yung mahabang video. Ok naman sana kasu nung ginamit na namin, nung una may ilaw, wala pang 30mins nawala na ilaw nya, tapos wala yung takip sa parang monitor nya. Pls. reply seller. ibabalik ko tong item. sayang ng binayad ko 2 items pa naman kinuha ko tapos ganito nyu idedeliver sakin.",1,0,0,0,0
nakailang patong na ako d pa din kita ang tint. Nagtry lang din ako nito. Parang d na ako uulit haha un lang naman. Salamat pa din,0,0,1,0,0
okay na okay lakas maka ginhawa ng buhay sa batang makulit,0,0,0,0,1
Maganda pero di sakto sa pinto maliit masyadonung pinto namin e hehe,0,0,0,0,1
Maganda yung item. Well satisfied at ginagamit ko na. Medyo natagalan lang ang pagdeliver. Pero understandable naman kasi nag- holidays,0,0,1,0,0
"Next time seller, huwag na po kayo magpapa ship sa shopee express, at nagka yupiyupi ang fridge. Pag pick up ko palang sa hub nila, punit punit na yung packaging. Kaya expected na na may damage na ang ref.",1,0,0,0,0
